verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
Hodophilus,Hodophilus R.Heim,2538958,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Hodophilus,
Hoehnelomycetaceae,Hoehnelomycetaceae,3295416,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,,
Holcus,Holcus L.,2706162,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Holcus,
Holophaga,Holophaga Liesack & al. 1995,3229012,EXACT,94,ACCEPTED,GENUS,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,
Holophagaceae,Holophagaceae,8177626,EXACT,96,ACCEPTED,FAMILY,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,,
Holophagae,Holophagae,7547422,EXACT,94,ACCEPTED,CLASS,Bacteria,Acidobacteria,Holophagae,,,,
Holophagales,Holophagales,7359693,EXACT,96,ACCEPTED,ORDER,Bacteria,Acidobacteria,Holophagae,Holophagales,,,
Holosticha adami,Holosticha adami Foissner 1982,7933468,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Anteholosticha,Anteholosticha adami
Holosticha australis,Holosticha australis Blatterer & Foissner 1988,8287515,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Anteholosticha,Anteholosticha australis
Holosticha bergeri,Holosticha bergeri Foissner 1987,7770058,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Anteholosticha,Anteholosticha bergeri
Holosticha distyla,Holosticha distyla Buitkamp 1977,7876308,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holosticha,Holosticha distyla
Holosticha islandica,Holosticha islandica Berger & Foissner 1989,8028953,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holosticha,Holosticha islandica
Holosticha manca,Holosticha manca Kahl 1932,7406837,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holosticha,Holosticha manca
Gonostomum affine,Gonostomum affine (Stein 1859) Sterki 1878,8367055,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Gonostomum,Gonostomum affine
Holosticha multistilata,Holosticha multistilata Kahl 1928,7879294,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Anteholosticha,Anteholosticha multistilata
Holosticha muscicola,Holosticha muscicola Gellert 1956,7832910,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holosticha,Holosticha muscicola
Holosticha muscorum,Holosticha muscorum Kahl 1932,7434181,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holosticha,Holosticha muscorum
Holosticha sigmoidea,Holosticha sigmoidea Foissner 1982,7979862,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Anteholosticha,Anteholosticha sigmoidea
Holosticha stueberi,Holosticha stueberi Foissner 1987,7858582,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Caudiholosticha,Caudiholosticha stueberi
Urosoma macrostoma,Urosoma macrostoma Gellert 1957,8058518,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Urosoma,Urosoma macrostoma
Holosticha tetracirrata,Holosticha tetracirrata Buitkamp & Wilbert 1974,7787475,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Caudiholosticha,Caudiholosticha tetracirrata
Holostichidae,Holostichidae,7423747,EXACT,96,ACCEPTED,FAMILY,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,,
Holostichides chardezi,Holostichides chardezi Foissner 1987,7922505,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holostichides,Holostichides chardezi
Holostichides terricola,Holostichides terricola Foissner 1988,7997569,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holostichides,Holostichides terricola
Holostichides wilberti,Holostichides wilberti (Song 1990) Eigner 1994,7578575,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Holostichidae,Holostichides,Holostichides wilberti
Holozoa,Holozoa Lesson 1832,2331318,EXACT,94,SYNONYM,GENUS,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,
Holwaya,Holwaya,7995580,EXACT,94,ACCEPTED,GENUS,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Holwaya,
Holwaya mucida,Holwaya mucida (Schulzer) Korf & Abawi,3481158,EXACT,98,ACCEPTED,SPECIES,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Holwaya,Holwaya mucida
Homalogastra,Homalogastra Kahl 1926,8036831,EXACT,94,ACCEPTED,GENUS,Chromista,Ciliophora,Oligohymenophorea,Hymenostomatida,Uronematidae,Homalogastra,
Homalogastra setosa,Homalogastra setosa Kahl 1926,8294946,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Hymenostomatida,Uronematidae,Homalogastra,Homalogastra setosa
Hominidae,Hominidae,5483,EXACT,96,ACCEPTED,FAMILY,Animalia,Chordata,Mammalia,Primates,Hominidae,,
Homo,Homo Linnaeus 1758,2436435,EXACT,94,ACCEPTED,GENUS,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,
Homo sapiens,Homo sapiens Linnaeus 1758,2436436,EXACT,98,ACCEPTED,SPECIES,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
Homoscleromorpha,Homoscleromorpha,5964034,EXACT,94,ACCEPTED,CLASS,Animalia,Porifera,Homoscleromorpha,,,,
Homosclerophorida,Homosclerophorida,1013,EXACT,94,ACCEPTED,ORDER,Animalia,Porifera,Homoscleromorpha,Homosclerophorida,,,
Hoplolaimidae,Hoplolaimidae,6465,EXACT,96,ACCEPTED,FAMILY,Animalia,Nematoda,Secernentea,Tylenchida,Hoplolaimidae,,
Hordeum jubatum,Hordeum jubatum L.,2706052,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum jubatum
Hordeum,Hordeum L.,2706050,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,
Hordeum vulgare,Hordeum vulgare L.,2706056,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare
Humibacter,Humibacter Vaz-Moreira & al. 2008,4890869,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,,Actinomycetales,Microbacteriaceae,Humibacter,
Humulus lupulus,Humulus lupulus L.,2984535,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus
Hyalorbilia,Hyalorbilia Baral & G.Marson,2586813,EXACT,94,ACCEPTED,GENUS,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,
Hyaloscyphaceae,Hyaloscyphaceae,8382,EXACT,96,ACCEPTED,FAMILY,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,
Hydnodontaceae,Hydnodontaceae,3276,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,,
Hydrocarboniphaga,Hydrocarboniphaga Palleroni & al. 2004,3222362,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Nevskiaceae,Hydrocarboniphaga,
Hydrogenophaga,Hydrogenophaga Willems & al. 1989,3220160,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,
Hydrogenophilaceae,Hydrogenophilaceae,8928,EXACT,96,ACCEPTED,FAMILY,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,,
Hydrogenophilales,Hydrogenophilales,1379,EXACT,96,ACCEPTED,ORDER,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,,,
Hydrophyllaceae,Hydrophyllaceae,2387,EXACT,96,ACCEPTED,FAMILY,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,,
Hygrocybe,Hygrocybe (Fr.) P.Kumm.,2523318,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
Hygrocybe reidii,Hygrocybe reidii Kühner,8369786,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe reidii
Hygrophoraceae,Hygrophoraceae,4176,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,
Hygrophorus agathosmus,Hygrophorus agathosmus (Fr.) Fr.,2538727,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus agathosmus
Hygrophorus,Hygrophorus Fr.,2525706,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,
Hymenochaetaceae,Hymenochaetaceae,8468,EXACT,96,ACCEPTED,FAMILY,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,
Hymenochaetales,Hymenochaetales,1304,EXACT,96,ACCEPTED,ORDER,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,,
Hymenochaetopsis olivacea,Hymenochaetopsis olivacea (Schwein.) S.H.He & Jiao Yang 2016,9758565,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaetopsis,Hymenochaetopsis olivacea
Hymenochaetopsis,Hymenochaetopsis S.H.He & Jiao Yang,9606178,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaetopsis,
Hymenoptera,Hymenoptera,1457,EXACT,94,ACCEPTED,ORDER,Animalia,Arthropoda,Insecta,Hymenoptera,,,
Hymenoscyphus,Hymenoscyphus Gray,2513008,EXACT,92,DOUBTFUL,GENUS,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,
Hymenoscyphus repandus,Hymenoscyphus repandus (W.Phillips) Dennis,2582306,EXACT,98,ACCEPTED,SPECIES,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus repandus
Hymenostomatida,Hymenostomatida,7984607,EXACT,94,ACCEPTED,ORDER,Chromista,Ciliophora,Oligohymenophorea,Hymenostomatida,,,
Hyoscyamus albus,Hyoscyamus albus L.,2928979,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,Hyoscyamus albus
Hyphochytriaceae,Hyphochytriaceae,8282,EXACT,96,ACCEPTED,FAMILY,Chromista,Oomycota,Hyphochytrea,Hyphochytriales,Hyphochytriaceae,,
Hyphochytrium catenoides,Hyphochytrium catenoides Karling,3202687,EXACT,98,ACCEPTED,SPECIES,Chromista,Oomycota,Hyphochytrea,Hyphochytriales,Hyphochytriaceae,Hyphochytrium,Hyphochytrium catenoides
Hyphochytrium,Hyphochytrium Zopf,3202686,EXACT,94,ACCEPTED,GENUS,Chromista,Oomycota,Hyphochytrea,Hyphochytriales,Hyphochytriaceae,Hyphochytrium,
Hyphodiscus hymeniophilus,Hyphodiscus hymeniophilus (P.Karst.) Baral,2584918,EXACT,98,ACCEPTED,SPECIES,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus,Hyphodiscus hymeniophilus
Hyphodiscus,Hyphodiscus Kirschst.,2584898,EXACT,94,ACCEPTED,GENUS,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus,
Hyphodontia,Hyphodontia J.Erikss.,2518740,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,
Hyphodontia rimosissima,Hyphodontia rimosissima (Peck) Gilb. 1971,2518830,EXACT,98,SYNONYM,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon rimosissimus
Hyphomicrobiaceae,Hyphomicrobiaceae,7815,EXACT,96,ACCEPTED,FAMILY,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
Hyphomicrobium,Hyphomicrobium Stutzer & Hartleb 1899,3220906,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
Hypnales,Hypnales,617,EXACT,96,ACCEPTED,ORDER,Plantae,Bryophyta,Bryopsida,Hypnales,,,
Hypocreales,Hypocreales,1290,EXACT,96,ACCEPTED,ORDER,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Hypogastruridae,Hypogastruridae,7215,EXACT,96,ACCEPTED,FAMILY,Animalia,Arthropoda,Entognatha,Collembola,Hypogastruridae,,
Hypsibiidae,Hypsibiidae,6358,EXACT,96,ACCEPTED,FAMILY,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,,
Hypsibius convergens,Hypsibius convergens (Urbanowicz 1925),2253647,EXACT,98,ACCEPTED,SPECIES,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Hypsibius,Hypsibius convergens
Hypsibius,Hypsibius Ehrenberg 1848,8314269,EXACT,94,ACCEPTED,GENUS,Animalia,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Hypsibius,
Iamia,Iamia Kurahashi & al. 2009,6108754,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,Iamia,
Iamiaceae,Iamiaceae,6108753,EXACT,96,ACCEPTED,FAMILY,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,,
Ichthyosporea,Ichthyosporea,8262092,EXACT,94,ACCEPTED,CLASS,Protozoa,Choanozoa,Ichthyosporea,,,,
Idiocolpoda pelobia,Idiocolpoda pelobia Foissner 1993,7653024,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Colpodida,Colpodidae,Idiocolpoda,Idiocolpoda pelobia
Ignavibacteria,Ignavibacteria,7421138,EXACT,94,ACCEPTED,ORDER,Bacteria,Chlorobi,Ignavibacteria,,,,
Ignavibacteriae,Ignavibacteria,7421138C1,FUZZY,85,ACCEPTED,CLASS,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriae,,,
Ignavibacteriaceae,Ignavibacteriaceae,7922346,EXACT,96,ACCEPTED,FAMILY,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
Ignavibacteriales,Ignavibacteriales,8087382,EXACT,96,ACCEPTED,ORDER,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,,,
Ignavibacterium,Ignavibacterium Iino & al. 2010,7578709,EXACT,94,ACCEPTED,GENUS,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,
Ilex crenata,Ilex crenata Thunb.,5414239,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,Ilex crenata
Ilsiella palustris,Ilsiella palustris Foissner 1993,8163778,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Colpodida,Marynidae,Ilsiella,Ilsiella palustris
Ilsiella venusta,Ilsiella venusta Foissner 1987,7847506,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Colpodida,Marynidae,Ilsiella,Ilsiella venusta
Ilumatobacter,Ilumatobacter Matsumoto & al. 2009,5905178,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,
Imbricatea,Imbricatea,9789391,EXACT,94,ACCEPTED,CLASS,Chromista,Cercozoa,Imbricatea,,,,
Impatiens,Impatiens L.,2891766,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,
Insecta,Insecta,216,EXACT,94,ACCEPTED,CLASS,Animalia,Arthropoda,Insecta,,,,
Intrasporangiaceae,Intrasporangiaceae,3834,EXACT,96,ACCEPTED,FAMILY,Bacteria,Actinobacteria,,Actinomycetales,Intrasporangiaceae,,
Iodophanus carneus,Iodophanus carneus (Pers.) Korf,2595140,EXACT,98,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,Iodophanus carneus
Iodophanus,Iodophanus Korf,2595139,EXACT,94,ACCEPTED,GENUS,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,
Ipomoea batatas,Ipomoea batatas (L.) Lam.,2928551,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas
Gonostomum strenua,Gonostomum strenua Engelmann 1862,8118053,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Gonostomum,Gonostomum strenua
Isolaimida,Isolaimidae,4555623,FUZZY,85,ACCEPTED,FAMILY,Animalia,Nematoda,Adenophorea,Mermithida,Isolaimidae,,Gonostomum strenuum
Isolaimiidae,Isolaimiidae,2609,EXACT,96,ACCEPTED,FAMILY,Animalia,Nematoda,Adenophorea,Araeolaimida,Isolaimiidae,,
Isolaimium,Isolaimium Cobb 1920,9619850,EXACT,94,ACCEPTED,GENUS,Animalia,Nematoda,Adenophorea,Araeolaimida,Isolaimiidae,Isolaimium,
Isolaimium multistriatum,Isolaimium multistriatum Hogewind & Heyns 1967,4349368,EXACT,98,ACCEPTED,SPECIES,Animalia,Nematoda,Adenophorea,Araeolaimida,Isolaimiidae,Isolaimium,Isolaimium multistriatum
Isosphaera,Isosphaera Giovannoni & al. 1995,3228987,EXACT,94,ACCEPTED,GENUS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera,
Isotoma,Isotoma Bourlet 1839,2120091,EXACT,95,ACCEPTED,GENUS,Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,Isotoma,
Isotoma viridis,Isotoma viridis Bourlet 1839,5166886,EXACT,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,Isotoma,Isotoma viridis
Isotomidae,Isotomidae,7214,EXACT,96,ACCEPTED,FAMILY,Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,,
Isotomiella,Isotomiella Bagnall 1939,2120341,EXACT,94,ACCEPTED,GENUS,Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,Isotomiella,
Isotomiella minor,Isotomiella minor (Schaeffer 1896),2120343,EXACT,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,Isotomiella,Isotomiella minor
Itersonilia,Itersonilia Derx,2518115,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Itersonilia,
Itersonilia pannonica,Itersonilia pannonica (Niwata Tornai-Leh. T.Deák & Nakase) X.Z.Liu F.Y.Bai J.Z.Groenew. & Boekhout 2015,9690045,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Itersonilia,Itersonilia pannonica
Itersonilia perplexans,Itersonilia perplexans Derx,2518117,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Itersonilia,Itersonilia perplexans
Ixioliriaceae,Ixioliriaceae,7687,EXACT,96,ACCEPTED,FAMILY,Plantae,Tracheophyta,Liliopsida,Asparagales,Ixioliriaceae,,
Ixiolirion,Ixiolirion Fisch. ex Herb.,2781171,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Liliopsida,Asparagales,Ixioliriaceae,Ixiolirion,
Ixiolirion tataricum,Ixiolirion tataricum Schult.f.,2781176,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Ixioliriaceae,Ixiolirion,Ixiolirion tataricum
Jaagiella,Jaagiella Vischer 1960,2639987,EXACT,92,DOUBTFUL,GENUS,Plantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Jaagiella,
Jaagiella alpicola,Jaagiella Vischer 1960,2639987C1,HIGHERRANK,92,DOUBTFUL,SPECIES,Plantae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Jaagiella,Jaagiella alpicola
Janibacter,Janibacter Martin & al. 1997,3225840,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,
Janthinobacterium,Janthinobacterium De Ley & al. 1978,3219885,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
Jaroschia sumptuosa,Jaroschia sumptuosa Foissner 1993,7727825,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Bryometopida,Jaroschiidae,Jaroschia,Jaroschia sumptuosa
Jatropha curcas,Jatropha curcas L.,3072953,EXACT,98,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas
Jatrophihabitans,Jatrophihabitans Madhaiyan & al. 2013,7678358,EXACT,94,ACCEPTED,GENUS,incertae sedis,,,,,Jatrophihabitans,
Juglandaceae,Juglandaceae,2499,EXACT,96,ACCEPTED,FAMILY,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,,
Julida,Julida,1019,EXACT,94,ACCEPTED,ORDER,Animalia,Arthropoda,Diplopoda,Julida,,,
Julidae,Julidae,4012,EXACT,96,ACCEPTED,FAMILY,Animalia,Arthropoda,Diplopoda,Julida,Julidae,,
Juncaceae,Juncaceae,5353,EXACT,96,ACCEPTED,FAMILY,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,,
Juncus,Juncus L.,2701072,EXACT,94,ACCEPTED,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,
Jungermanniopsida,Jungermanniopsida,126,EXACT,96,ACCEPTED,CLASS,Plantae,Marchantiophyta,Jungermanniopsida,,,,
Jurinea,Jurinea Cass.,3109185,EXACT,92,ACCEPTED,GENUS,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jurinea,
Kahliella acrobates,Kahliella acrobates (Horváth 1932) Corliss 1960,8167665,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Kahliellidae,Kahliella,Kahliella acrobates
Kahliella simplex,Kahliella simplex (Horváth 1934) Corliss 1960,7802550,EXACT,97,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Kahliellidae,Kahliella,Kahliella simplex
Kahlilembus attenuatus,Kahlilembus attenuatus (Smith 1897) Foissner Berger & Kohmann 1994,7944009,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Hymenostomatida,Cohnilembidae,Lembus,Lembus attenuata
Kalometopia duplicata,Kalometopia duplicata (Penard 1922) Foissner 1993,7642388,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Colpodea,Colpodida,Hausmanniellidae,Kalometopia,Kalometopia duplicata
Kangiella,Kangiella Yoon & al. 2004,3222057,EXACT,94,ACCEPTED,GENUS,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella,
Katiannidae,Katiannidae,2983,EXACT,96,ACCEPTED,FAMILY,Animalia,Arthropoda,Entognatha,Collembola,Katiannidae,,
Keronella gracilis,Keronella gracilis Wiackowski 1985,7948573,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Urostylida,Urostylidae,Keronella,Keronella gracilis
Keronopsis algivora,Keronopsis algivora (Gellert 1942) Foissner 1998,7435552,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Stichotrichida,Keronidae,Keronopsis,Keronopsis algivora
Keronopsis alpestris,Keronopsis alpestris Kahl 1932,7788463,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Stichotrichida,Keronidae,Keronopsis,Keronopsis alpestris
Keronopsis dieckmanni,Keronopsis dieckmanni Foissner 1998,7408216,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Stichotrichida,Keronidae,Keronopsis,Keronopsis dieckmanni
Keronopsis helluo,Keronopsis helluo Penard 1922,8272070,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Stichotrichida,Keronidae,Keronopsis,Keronopsis helluo
Keronopsis tasmaniensis,Keronopsis tasmaniensis Blatterer & Foissner 1988,7624418,EXACT,98,ACCEPTED,SPECIES,Chromista,Ciliophora,Hypotrichea,Stichotrichida,Keronidae,Keronopsis,Keronopsis tasmaniensis
Keronopsis wetzeli,Keronopsis wetzeli Wenzel 1953,7596749,EXACT,98,SYNONYM,SPECIES,Chromista,Ciliophora,Hypotrichea,Stichotrichida,Keronidae,Parakeronopsis,Parakeronopsis wetzeli
Kickxellaceae,Kickxellaceae,4092,EXACT,96,ACCEPTED,FAMILY,Fungi,Zygomycota,Zoopagomycetes,Kickxellales,Kickxellaceae,,
Kickxellales,Kickxellales,750,EXACT,96,ACCEPTED,ORDER,Fungi,Zygomycota,Zoopagomycetes,Kickxellales,,,
Kineococcus,Kineococcus Yokota & al. 1993,3225798,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,
Kineosporia,Kineosporia Pagani & Parenti,7891973,EXACT,94,ACCEPTED,GENUS,Bacteria,Actinobacteria,,Actinomycetales,Kineosporiaceae,Kineosporia,
Kineosporiaceae,Kineosporiaceae,3835,EXACT,96,ACCEPTED,FAMILY,Bacteria,Actinobacteria,,Actinomycetales,Kineosporiaceae,,
Kinetoplastida,Kinetoplastida,7497270,EXACT,94,SYNONYM,CLASS,Protozoa,Euglenozoa,Kinetoplastea,,,,
Klebsormidiaceae,Klebsormidiaceae,4851,EXACT,96,ACCEPTED,FAMILY,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,,
